Year_name,,NG,Elec,Elec_final,Gas_final,Heat
2021,1,-0.0,-0.0,-0.0,-0.0,-0.0
2021,2,-0.0,-0.0,-0.0,-0.0,-0.0
2021,3,-0.0,-0.0,-0.0,-0.0,-0.0
2021,4,-0.0,-0.0,-0.0,-0.0,-0.0
2021,5,-0.0,-0.0,-0.0,-0.0,-0.0
2021,6,-0.0,-0.0,-0.0,-0.0,-0.0
2021,7,-0.0,-0.0,-0.0,-0.0,-0.0
2021,8,-0.0,-0.0,-0.0,-0.0,-0.0
2021,9,-0.0,-0.0,-0.0,-0.0,-0.0
2021,10,-0.0,-0.0,-0.0,-0.0,-0.0
2021,11,-0.0,-0.0,-0.0,-0.0,-0.0
2021,12,-0.0,-0.0,-0.0,-0.0,-0.0
2021,13,-0.0,-0.0,-0.0,-0.0,-0.0
2021,14,-0.0,-0.0,-0.0,-0.0,-0.0
2021,15,-0.0,-0.0,-0.0,-0.0,-0.0
2021,16,-0.0,-0.0,-0.0,-0.0,-0.0
2021,17,-0.0,-0.0,-0.0,-0.0,-0.0
2021,18,-0.0,-0.0,-0.0,-0.0,-0.0
2021,19,-0.0,-0.0,-0.0,-0.0,-0.0
2021,20,-0.0,-0.0,-0.0,-0.0,-0.0
2021,21,-0.0,-0.0,-0.0,-0.0,-0.0
2021,22,-0.0,-0.0,-0.0,-0.0,-0.0
2021,23,-0.0,-0.0,-0.0,-0.0,-0.0
2021,24,-0.0,-0.0,-0.0,-0.0,-0.0
2021,25,-0.0,-0.0,-0.0,-0.0,-0.0
2021,26,-0.0,-0.0,-0.0,-0.0,-0.0
2021,27,-0.0,-0.0,-0.0,-0.0,-0.0
2021,28,-0.0,-0.0,-0.0,-0.0,-0.0
2021,29,-0.0,-0.0,-0.0,-0.0,-0.0
2021,30,-0.0,-0.0,-0.0,-0.0,-0.0
2021,31,-0.0,-0.0,-0.0,-0.0,-0.0
2021,32,-0.0,-0.0,-0.0,-0.0,-0.0
2021,33,-0.0,-0.0,-0.0,-0.0,-0.0
2021,34,-0.0,711.4200000000001,-0.0,-0.0,-0.0
2021,35,-0.0,4892.25,-0.0,-0.0,-0.0
2021,36,-0.0,6618.85,-0.0,-0.0,-0.0
2021,37,-0.0,6487.32,-0.0,-0.0,-0.0
2021,38,-0.0,4609.550000000001,-0.0,-0.0,-0.0
2021,39,-0.0,1081.6699999999983,-0.0,-0.0,-0.0
2021,40,-0.0,-0.0,-0.0,-0.0,-0.0
2021,41,-0.0,-0.0,-0.0,-0.0,-0.0
2021,42,-0.0,-0.0,-0.0,-0.0,-0.0
2021,43,-0.0,-0.0,-0.0,-0.0,-0.0
2021,44,-0.0,-0.0,-0.0,-0.0,-0.0
2021,45,-0.0,-0.0,-0.0,-0.0,-0.0
2021,46,-0.0,-0.0,-0.0,-0.0,-0.0
2021,47,-0.0,-0.0,-0.0,-0.0,-0.0
2021,48,-0.0,-0.0,-0.0,-0.0,-0.0
2021,49,-0.0,-0.0,-0.0,-0.0,-0.0
2021,50,-0.0,-0.0,-0.0,-0.0,-0.0
